ProductCode,Price,Maker,Name,Description,Height,Width,Depth,Materials,Technique,Signed,Firing Technique,Decoration
FT265Y98,50.0,Fiona Thompson,contained flora bowl small,"Hand-built stoneware bowl form, with multiple layered surfaces. Layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",6.5,8.0,,Stoneware,Hand Built,Signed,,Slip Decoration
FT265Y96,148.0,Fiona Thompson,contained flora bowl medium,"Hand-built stoneware bowl form, with multiple layered surfaces. Layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",12.0,12.5,,Stoneware,Hand Built,Signed,,Slip Decoration
FT265Y95,340.0,Fiona Thompson,contained flora bowl large,"Hand-built stoneware bowl form, with multiple layered surfaces. Layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",16.5,27.0,,Stoneware,Hand Built,Signed,,Slip Decoration
193Y259,398.0,Duncan Ross,Terra Sigillata Bowl,Many layers of fine terra-sigillata slip decorate this thrown bowl. Abstract detailing and resist lines create texture while the interior of this piece presents a mottled effect.,13.5,12.0,,Earthenware,Thrown,Signed,Smoked Fired,"Slip Decoration, Terra Sigillata"
193Y258,798.0,Duncan Ross,Terra Sigillata Dark Bowl,Many layers of fine terra-sigillata slip decorate this wheel-thrown bowl. Abstract detailing and resist lines create a striped design while the interior of this piece presents a mottled effect.,18.5,13.5,,Earthenware,Thrown,Signed,Smoked Fired,"Slip Decoration, Terra Sigillata"
193Y256,805.0,Duncan Ross,Terra Sigillata Deep Bowl,Many layers of fine terra-sigillata slip decorate this wheel-thrown footed bowl. Abstract detailing and resist lines create a striped design while the interior of this piece presents a mottled effect.,18.0,12.0,,Earthenware,Thrown,Signed,Smoked Fired,"Slip Decoration, Terra Sigillata"
193Y255,305.0,Duncan Ross,Terra Sigillata Dark Bowl,Many layers of fine terra-sigillata slip decorate this wheel-thrown footed bowl. Abstract detailing and resist lines create a striped design while the interior of this piece presents a mottled effect.,12.0,10.5,,Earthenware,Thrown,Signed,Smoked Fired,"Slip Decoration, Terra Sigillata"
JJ4X897,291.0,John Jelfs,Oval Bottle Vase,"This wheel-thrown stoneware bottle, has been formed into a proud and satisfying shape. Marked with a ribbed exterior and a golden soda-fired surface.",23.0,12.5,11.5,Stoneware,Thrown,Signed,,
JJ4X899,264.0,John Jelfs,Bottle Vase,"This wheel-thrown stoneware bottle, has been formed into a proud and satisfying shape and a grey and golden soda-fired surface.",21.5,10.0,,Stoneware,Thrown,Signed,,
JJ4X896,291.0,John Jelfs,Round Bottle Vase,"This wheel-thrown stoneware bottle, has been formed into a proud and satisfying shape. Marked with a ribbed exterior and a golden soda-fired surface.",19.0,14.5,,Stoneware,Thrown,Signed,,
JJ4X898,291.0,John Jelfs,Oval Bottle Vase,"This wheel-thrown stoneware bottle, has been formed into a proud and satisfying shape. Marked with a ribbed exterior, finger wipes, and a golden soda-fired surface.",23.0,10.0,9.0,Stoneware,Thrown,Signed,,
JJ4X900,79.0,John Jelfs,tea bowl,"Finished with an ash glaze this tea bowl has been wheel thrown. Featuring brushed slip across the outer surface that creates depth within the glaze, this piece is a charming vessel for your favourite tea.",7.0,10.5,,Stoneware,Thrown,Signed,,
JJ4X901,79.0,John Jelfs,tea bowl,"Finished with an ash glaze this tea bowl has been wheel thrown. Featuring brushed slip across the outer surface that creates depth within the glaze, this piece is a charming vessel for your favourite tea.",6.5,10.0,,Stoneware,Thrown,Signed,,
JS314Y228,342.0,Jenny Southam,Couple in a boat,This animated earthenware duo is hand-built and decorated in painterly detail.,13.5,14.0,4.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y227,195.0,Jenny Southam,Blue pullover,This animated earthenware small head is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. The close-up study offers a sense of intimacy and connection between the subject and the viewer.,7.5,5.5,3.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y226,195.0,Jenny Southam,Black crochet top,This animated earthenware small head is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. The close-up study offers a sense of intimacy and connection between the subject and the viewer.,9.5,7.0,4.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y225,195.0,Jenny Southam,Purple cardi,This animated earthenware small head is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. The close-up study offers a sense of intimacy and connection between the subject and the viewer.,8.5,6.0,4.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y224,244.0,Jenny Southam,Bouffant,This animated earthenware small head is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. The close-up study offers a sense of intimacy and connection between the subject and the viewer.,8.5,6.0,3.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y222,293.0,Jenny Southam,Designer stubble,"This animated earthenware single figure is hand-built and decorated in painterly detail. The minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",14.5,9.5,7.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y221,244.0,Jenny Southam,Grey jacket,"This animated earthenware single figure is hand-built and decorated in painterly detail. The minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",14.5,5.0,5.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y220,244.0,Jenny Southam,Turquoise top,"This animated earthenware single figure is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. The minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",16.0,7.0,4.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y219,244.0,Jenny Southam,White boots,"This animated earthenware single figure is hand-built and decorated in painterly detail. The minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",17.5,7.0,5.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y218,244.0,Jenny Southam,Woman smelling a flower,"This animated earthenware single figure is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. The minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",16.0,7.5,4.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y217,244.0,Jenny Southam,Woman with a headscarf,"This animated earthenware single figure is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. The minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",16.0,5.0,4.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y216,244.0,Jenny Southam,Man looking at his watch,"This animated earthenware single figure is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. The minutest alteration of the angle of the head, stance, or gesture, can subtly shift the nuance of a piece.",13.5,7.0,4.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y215,683.0,Jenny Southam,Pot plant,"This animated earthenware tableau is hand-built and decorated in painterly detail. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",15.0,20.0,16.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y214,537.0,Jenny Southam,Houndstooth,"This animated earthenware tableau is hand-built and decorated in painterly detail. This piece is inspired by ordinary domestic incidents and rituals. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",16.0,13.0,8.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y212,390.0,Jenny Southam,Green man running,"This animated earthenware tableau is hand-built and decorated in painterly detail. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",15.5,17.0,8.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y210,537.0,Jenny Southam,Big boots,"This animated earthenware tableau is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",14.5,20.0,11.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y209,586.0,Jenny Southam,Ginger jar,"This animated earthenware tableau is hand-built and decorated in painterly detail. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",16.0,12.5,9.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y208,537.0,Jenny Southam,Attic fanatic,"This animated earthenware tableau is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",16.0,14.5,8.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y207,732.0,Jenny Southam,Garden sculpture,"This animated earthenware tableau is hand-built and decorated in painterly detail. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",13.0,21.0,15.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y206,586.0,Jenny Southam,Two men and an urn,"This animated earthenware tableau is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",16.5,13.0,9.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y205,586.0,Jenny Southam,Carefree,"This animated earthenware tableau is hand-built and decorated in painterly detail. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",14.0,19.0,12.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y204,537.0,Jenny Southam,White vase,"This animated earthenware tableau is hand-built and decorated in painterly detail. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",18.5,13.5,10.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y203,586.0,Jenny Southam,Candelabra,"This animated earthenware tableau is hand-built and decorated in painterly detail. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",16.0,18.0,10.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y202,781.0,Jenny Southam,Leda and the swan,This animated earthenware tableau is hand-built and decorated in painterly detail. Its inspiration is drawn from the realms of European and English mythology.,14.5,23.0,18.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y201,464.0,Jenny Southam,Headscarf,"This animated earthenware tableau is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",15.0,13.5,10.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y200,537.0,Jenny Southam,Woman adjusting her shoe,"This animated earthenware tableau is hand-built and decorated in painterly detail. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",16.0,18.0,12.0,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y199,537.0,Jenny Southam,Shell,"This animated earthenware tableau is hand-built and decorated in painterly detail. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",14.0,17.0,11.5,Earthenware,Hand Built,Signed,,Slip Decoration
JS314Y198,683.0,Jenny Southam,Flame bush,"This animated earthenware tableau is hand-built and decorated in painterly detail. It is a part of Jenny’s ‘knitting pattern folk’ series which explores the figures from her childhood collection of vintage knitting patterns. She sees each piece as a psychological drama, with some unseen narrative enacted within the arena.",18.0,16.5,12.0,Earthenware,Hand Built,Signed,,Slip Decoration
