productcode,decoration,depth,description,firing,height,maker,materials,name,price,technique,width
MC323Y78,Glaze,14.0,"a striking yet calm addition to any collection or home, this elegant stoneware sculpture is made of wheel-thrown concentric circles of pink and earth-red shades of clay within a sand coloured outer ring. with a smooth, polished surface, this piece exudes subtlety and strength in its form.",Electric,38.0,Matthew Chambers,Stoneware,Bloom,4000.0,Thrown,38.0
MC323Y77,Glaze,18.0,"a striking yet calm addition to any collection or home, this elegant stoneware sculpture is made of wheel-thrown concentric circles of cream and pale blue coloured clay. with a smooth, polished surface, this piece embodies subtlety and strength in its form.",Electric,38.0,Matthew Chambers,Stoneware,Encircle,4000.0,Thrown,38.0
MC323Y76,Glaze,17.0,"a striking addition to any collection or home, this elegant stoneware sculpture is made of wheel-thrown circular elements of blue and yellow ochre coloured clay. with a smooth, polished surface, this piece radiates simplicity and energy in its form.",Electric,30.0,Matthew Chambers,Stoneware,Eclipse,3500.0,Thrown,32.0
MC323Y75,Glaze,23.0,"a striking yet calm addition to any collection or home, this elegant stoneware sculpture is made of wheel-thrown circular elements of stone grey and cream coloured clay. with a smooth, polished surface, this piece exudes simplicity and strength in its form.",Electric,27.0,Matthew Chambers,Stoneware,Eclipse,2800.0,Thrown,27.0
MC323Y74,Glaze,22.0,"a striking addition to any collection or home, this elegant stoneware sculpture is wheel-thrown with alternating circular elements of pink and grey, housed within a grey coloured outer circle. with a smooth, polished surface, this piece captures a sense of movement and serenity.",Electric,45.0,Matthew Chambers,Stoneware,Revolve,5000.0,Thrown,45.0
MC323Y70,Glaze,19.0,"a striking yet calm addition to any collection or home, this elegant stoneware sculpture is made of wheel-thrown circular elements of cream coloured clay. with a smooth, polished surface, this piece exudes simplicity and complexity in its form.",Electric,28.0,Matthew Chambers,Stoneware,Eclipse II,2500.0,Thrown,25.0
MC323Y69,Glaze,22.0,"a striking yet calm addition to any collection or home, this elegant stoneware sculpture is made of wheel-thrown circular elements of cream coloured clay. with a smooth, polished surface, this piece exudes simplicity and complexity in its form.",Electric,35.0,Matthew Chambers,Stoneware,Eclipse III,3500.0,Thrown,30.0
MC323Y67,Glaze,13.0,"a striking yet calm addition to any collection or home, this elegant stoneware sculpture can be viewed from two sides. it is made of wheel-thrown circular elements of subtle grey-green and buff clay.",Electric,22.0,Matthew Chambers,Stoneware,Eclipse Two Face,1500.0,Thrown,20.5
MC323Y66,Glaze,15.0,"a striking yet calm addition to any collection or home, this elegant stoneware sculpture is made of wheel-thrown alternating circular elements of grey-green and yellow clay.",Electric,20.0,Matthew Chambers,Stoneware,Eclipse,1500.0,Thrown,18.5
MC323Y64,Glaze,16.0,"a striking yet calm addition to any collection or home, this elegant stoneware sculpture is made of wheel-thrown concentric circles of graduating shades of pink clay.",Electric,20.0,Matthew Chambers,Stoneware,Increase Outside,1500.0,Thrown,17.5
MC323Y61,Glaze,16.0,"a striking yet calm addition to any collection or home, this elegant stoneware sculpture is made of wheel-thrown alternating concentric circles of red and crank clay.",Electric,19.0,Matthew Chambers,Stoneware,Two Tone Twist,1500.0,Thrown,18.5
MC323Y56,Glaze,13.0,"a striking yet calm addition to any collection or home, this stoneware sculpture is made of wheel-thrown black directed concentric circles within an outer casing of red clay.",Electric,21.5,Matthew Chambers,Stoneware,Twist Raised,1500.0,Thrown,18.5
MC323Y54,Glaze,18.0,"a striking yet calm addition to any collection or home, this stoneware sculpture is made of a heavily grogged black clay with wheel-thrown, directed concentric circles.",Electric,22.0,Matthew Chambers,Stoneware,Increase,1500.0,Thrown,19.5
SS349Y318,Glaze,10.2,this finely thrown stoneware vase has a nuanced form and design. it is glazed in a striking contrast design with glossy black and celadon glazes.,Electric,20.0,Suleyman Saba,Stoneware,Vase celadon/black,268.0,Thrown,13.0
SS349Y320,Glaze,13.1,this finely thrown stoneware bottle has a nuanced form and design. it is strikingly decorated in contrasting glossy glazes.,Electric,25.0,Suleyman Saba,Stoneware,Large Spherical Bottle,427.0,Thrown,20.0
SS349Y276,Glaze,12.7,this finely thrown stoneware bowl has a nuanced form and design. it has contrasting glossy glazes creating a striking appearance.,Electric,6.5,Suleyman Saba,Stoneware,Eclipse Bowl celadon/black,183.0,Thrown,19.0
SS349Y302,Glaze,8.5,this finely thrown stoneware vase has a nuanced form and design. it is enveloped in a glossy iron-rich glaze.,Electric,14.5,Suleyman Saba,Stoneware,Ironspot Bullet Vase,183.0,Thrown,9.0
SS349Y307,Glaze,10.2,this finely thrown stoneware vase has a nuanced form and design. it is enveloped in a glossy iron-rich glaze.,Electric,16.0,Suleyman Saba,Stoneware,Ironspot Bullet Vase,295.0,Thrown,13.0
SS349Y306,Glaze,10.6,this finely thrown stoneware vase has a nuanced form and design. it is enveloped in a glossy iron-rich glaze.,Electric,16.0,Suleyman Saba,Stoneware,Ironspot Bullet Vase,295.0,Thrown,14.0
SS349Y294,Glaze,9.8,this finely thrown stoneware bowl has a nuanced form and design. it has contrasting glossy glazes creating a striking appearance.,Electric,5.0,Suleyman Saba,Stoneware,Eclipse Bowl celadon/black,110.0,Thrown,12.0
SM80Y553,Slip decoration,7.5,"a red earthenware small cup, beautifully decorated with coloured slips.",Electric,7.5,Sean Miller,Earthenware,Small Cup,32.0,Hand built,10.0
SM80Y556,Slip decoration,7.5,"a red earthenware small cup, beautifully decorated with coloured slips.",Electric,7.5,Sean Miller,Earthenware,Small Cup,32.0,Hand built,10.0
SM80Y564,Slip decoration,30.5,"a red earthenware square dish with footring, beautifully decorated with coloured slips featuring simple feathered design.",Electric,7.0,Sean Miller,Earthenware,Square Dish,220.0,Hand built,30.0
SM80Y562,Slip decoration,27.5,"a red earthenware square dish with footring, beautifully decorated with coloured slips featuring an intricate feathered design.",Electric,10.5,Sean Miller,Earthenware,Square Dish,220.0,Hand built,28.0
SM80Y561,Slip decoration,25.0,"a red earthenware dish with footring, beautifully decorated with coloured slips featuring an intricate feathered design.",Electric,7.5,Sean Miller,Earthenware,rectangular dish,183.0,Hand built,27.5
SM80Y570,Slip decoration,23.0,"a red earthenware hand-built plate, beautifully decorated with coloured slips featuring an intricate feathered design.",Electric,3.0,Sean Miller,Earthenware,small round slab plate,73.0,Hand built,22.5
SM80Y571,Slip decoration,23.0,"a red earthenware hand-built plate, beautifully decorated with coloured slips featuring an intricate feathered design.",Electric,3.0,Sean Miller,Earthenware,small round slab plate,73.0,Hand built,22.5
SM80Y569,Slip decoration,23.0,"a red earthenware hand-built plate, beautifully decorated with coloured slips featuring an intricate feathered design.",Electric,3.0,Sean Miller,Earthenware,small round slab plate,73.0,Hand built,23.0
SM80Y568,Slip decoration,23.0,"a red earthenware hand-built plate, beautifully decorated with coloured slips featuring an intricate feathered design.",Electric,3.5,Sean Miller,Earthenware,small round slab plate,73.0,Hand built,23.0
SM80Y577,Slip decoration,8.3,"a red earthenware round bowl with footring, beautifully decorated with coloured slips featuring an intricate feathered design.",Electric,7.0,Sean Miller,Earthenware,Blue Bowl,44.0,Hand built,8.5
SM80Y576,Slip decoration,8.3,"a red earthenware round bowl with footring, beautifully decorated with coloured slips featuring an intricate feathered design.",Electric,7.0,Sean Miller,Earthenware,blue bowl,44.0,Hand built,8.5
SM80Y575,Slip decoration,8.1,"a red earthenware round bowl with footring, beautifully decorated with coloured slips featuring an intricate feathered design.",Electric,7.0,Sean Miller,Earthenware,blue bowl,44.0,Hand built,8.0
SM80Y584,Slip decoration,9.8,"a red earthenware bowl with footring, beautifully decorated with coloured slips.",Electric,7.5,Sean Miller,Earthenware,Bowl,42.0,Hand built,12.0
GK175Y28,Glaze,14.4,"this sculptural vessel is hand-built in stoneware and porcelain clays. her inspiration derives from geological landscape and how different layers of sediment combine in rock formations, leading to the idea of combining quite opposite materials like stoneware clay and porcelain, while still celebrating the feel of unglazed clay.",Electric,29.0,Gabriele Koch,Porcelain,Fenced Vessel,1586.0,Hand built,23.0
GK175Y27,Glaze,16.0,"this sculptural vessel is hand-built in stoneware and porcelain clays. her inspiration derives from geological landscape and how different layers of sediment combine in rock formations, leading to the idea of combining quite opposite materials like stoneware clay and porcelain, while still celebrating the feel of unglazed clay.",Electric,48.0,Gabriele Koch,Porcelain,Standing Form Dancing Lines,2416.0,Hand built,18.0
MC393Y308,Glaze,22.0,"this plate is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,3.5,Mandy Cheng,Porcelain,Plate Kite,185.0,Hand built,26.0
MC393Y310,Glaze,21.5,"this plate is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,4.0,Mandy Cheng,Porcelain,plate dragon,185.0,Hand built,26.0
MC393Y322,Glaze,9.0,"this cup and saucer set is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,6.0,Mandy Cheng,Porcelain,Cup and Saucer Wavy,135.0,Hand built,11.5
MC393Y319,Glaze,9.0,"this cup and saucer set is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,6.0,Mandy Cheng,Porcelain,cup and saucer wavy,135.0,Hand built,12.0
MC393Y350,Glaze,13.0,"this cup and saucer set is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,8.0,Mandy Cheng,Porcelain,cup and saucer cubicle,165.0,Hand built,17.0
MC393Y361,Glaze,13.0,"this cup and saucer set is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,8.0,Mandy Cheng,Porcelain,cup and saucer web,165.0,Hand built,16.5
MC393Y362,Glaze,13.0,"this cup and saucer set is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,8.0,Mandy Cheng,Porcelain,cup and saucer reflection,165.0,Hand built,17.0
MC393Y338,Glaze,10.5,"this vessel is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,13.0,Mandy Cheng,Porcelain,semi-spheroid rainforest,198.0,Hand built,13.0
MC393Y359,Glaze,12.0,"this teapot is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,14.0,Mandy Cheng,Porcelain,teapot shoal,365.0,Hand built,15.5
MC393Y337,Glaze,10.5,"this vessel is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,13.0,Mandy Cheng,Porcelain,semi-spheroid movement,198.0,Hand built,13.0
MC393Y301,Glaze,7.0,"this vessel is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,7.0,Mandy Cheng,Porcelain,Cubic Cats Eyes,98.0,Hand built,8.0
MC393Y336,Glaze,9.0,"this vessel is hand-built in grey, white and black stained porcelain. the decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",Electric,13.0,Mandy Cheng,Porcelain,semi-spheroid twilight,198.0,Hand built,13.0
